Name,title,abstract
"FEJERMAN, Laura",A Bayesian multilevel analysis exploring population-level effects mediating the relationship between area-level poverty and community-acquired Methicillin-resistant Staphylococcus aureus (CA-MRSA) infection across California communities,
"HAMMOCK, Bruce",Development of a sandwich ELISA for the specific quantitation of hemagglutinin (HA)-tagged proteins during their inducible expression in Escherichia coli,"Heavy single-chain antibodies (VHH or nanobodies) are popular in the medical and analytical fields due to its small size, high solubility, stability, and other advantageous features. However, the usage of VHHs is limited by the low yield of its production and purification. In order to determine the optimal purification strategy for VHH to improve the yield, a method to monitor purification at the intermediate steps is needed. In this study, a simple, sensitive, low-cost sandwich enzyme-linked immunosorbent assay (ELISA) was developed to quantitate VHHs throughout the purification steps. Under optimized conditions, the assay has a sensitivity of 0.149 ODÂ·mL/ng and a limit of detection (LOD) of 0.029&nbsp;ng/mL. The average recoveries of the assay against the spiked samples were 101.9-106.0% and 100.7-108.0%. The method was applied to a variety of real samples for the detection of different VHHs in bacterial cell media. High amount of VHHs (up to 41.3&nbsp;mg/mL), which are comparable to the average yield of VHH in standard production protocols, were detected in the media. This study raises attention to the problem of protein losses in cell culture supernatants and provides a method for the continuous detection of the protein abundance to optimize the expression and purification protocols especially for nanobodies."
"SAUDER, Candice A",Survival After Contralateral Secondary Breast Cancer by Age Group in California,
"ANOOSHAHR, Ali",Early Safavid Campaigns in the Caucasus,
"DECARLI, Charles",Cardiovascular health and cognitive outcomes: Findings from a biracial populationâ€based study in the United States,
"SPRIET, Mathieu",18F-sodium fluoride positron emission tomography provides pertinent additional information to computed tomography for assessment and management of tarsal pain in horses.,
"KRYSHTAFOVYCH, Andriy",Assessment of chemicalâ€crosslinkâ€assisted protein structure modeling in CASP13,
"KRYSHTAFOVYCH, Andriy",Critical assessment of methods of protein structure prediction (CASP)â€”Round XIII,"CASP (critical assessment of structure prediction) assesses the state of the art in modeling protein structure from amino acid sequence. The most recent experiment (CASP13 held in 2018) saw dramatic progress in structure modeling without use of structural templates (historically ""ab initio"" modeling). Progress was driven by the successful application of deep learning techniques to predict inter-residue distances. In turn, these results drove dramatic improvements in three-dimensional structure accuracy: With the proviso that there are an adequate number of sequences known for the protein family, the new methods essentially solve the long-standing problem of predicting the fold topology of monomeric proteins. Further, the number of sequences required in the alignment has fallen substantially. There is also substantial improvement in the accuracy of template-based models. Other areas-model refinement, accuracy estimation, and the structure of protein assemblies-have again yielded interesting results. CASP13 placed increased emphasis on the use of sparse data together with modeling and chemical crosslinking, SAXS, and NMR all yielded more mature results. This paper summarizes the key outcomes of CASP13. The special issue of PROTEINS contains papers describing the CASP13 assessments in each modeling category and contributions from the participants."
"KRYSHTAFOVYCH, Andriy",CASP9 results compared to those of previous casp experiments,
"JEONG, Hyoyoung","Comprehensive pregnancy monitoring with a network of wireless, soft, and flexible sensors in high- and low-resource health settings.","Vital signs monitoring is a fundamental component of ensuring the health and safety of women and newborns during pregnancy, labor, and childbirth. This monitoring is often the first step in early detection of pregnancy abnormalities, providing an opportunity for prompt, effective intervention to prevent maternal and neonatal morbidity and mortality. Contemporary pregnancy monitoring systems require numerous devices wired to large base units; at least five separate devices with distinct user interfaces are commonly used to detect uterine contractility, maternal blood oxygenation, temperature, heart rate, blood pressure, and fetal heart rate. Current monitoring technologies are expensive and complex with implementation challenges in low-resource settings where maternal morbidity and mortality is the greatest. We present an integrated monitoring platform leveraging advanced flexible electronics, wireless connectivity, and compatibility with a wide range of low-cost mobile devices. Three flexible, soft, and low-profile sensors offer comprehensive vital signs monitoring for both women and fetuses with time-synchronized operation, including advanced parameters such as continuous cuffless blood pressure, electrohysterography-derived uterine monitoring, and automated body position classification. Successful field trials of pregnant women between 25 and 41 wk of gestation in both high-resource settings (n = 91) and low-resource settings (n = 485) demonstrate the systems performance, usability, and safety."
"JEONG, Hyoyoung",Wearable and Implantable Devices for Cardiovascular Healthcare: from Monitoring to Therapy Based on Flexible and Stretchable Electronics,
"CHOE, Daniel E",Cognitive and Psychophysiological Predictors of Inductive and Physical Discipline Among Parents of Preschool-Aged Children,"Physical discipline increases children's risk of showing externalizing problems, whereas inductive discipline is negatively associated with children's risk of externalizing problems. Studies of parenting infrequently examine both positive and negative discipline techniques despite use of inductive and physical discipline being inversely related to each other and to child externalizing problems. A burgeoning literature on the biopsychosocial determinants of parenting is identifying cognitive and physiological mechanisms underlying the initiation and regulation of positive and negative parenting techniques. This cross-sectional study of parents of preschool-aged children (N = 70; 89% mothers, 43% racial-ethnic minorities) advances the parenting literature by examining predictors of parents' inductive and physical discipline use across their cognitive functioning, cardiovascular psychophysiology, children's externalizing behavior, and their interactions with one another. No main effects or interactions predicted inductive discipline, but the interaction between parents' inhibitory control and nonverbal intelligence predicted physical discipline, such that parents who scored low in both domains endorsed the most use of physical discipline in response to child misbehavior. Another interaction between parents' sympathetic activity and child externalizing behavior also predicted physical discipline. These findings are discussed in relation to parenting interventions. (PsycInfo Database Record (c) 2023 APA, all rights reserved)."
"IOSIF, Ana-Maria",Extracellular free water elevations are associated with brain volume and maternal cytokine response in a longitudinal nonhuman primate maternal immune activation model,"Maternal infection has emerged as an important environmental risk factor for neurodevelopmental disorders, including schizophrenia and autism spectrum disorders. Animal model systems of maternal immune activation (MIA) suggest that the maternal immune response plays a significant role in the offspring's neurodevelopment and behavioral outcomes. Extracellular free water is a measure of freely diffusing water in the brain that may be associated with neuroinflammation and impacted by MIA. The present study evaluates the brain diffusion characteristics of male rhesus monkeys (Macaca mulatta) born to MIA-exposed dams (nâ€‰=â€‰14) treated with a modified form of the viral mimic polyinosinic:polycytidylic acid at the end of the first trimester. Control dams received saline injections at the end of the first trimester (nâ€‰=â€‰10) or were untreated (nâ€‰=â€‰4). Offspring underwent diffusion MRI scans at 6, 12, 24, 36, and 45 months. Offspring born to MIA-exposed dams showed significantly increased extracellular free water in cingulate cortex gray matter starting as early as 6 months of age and persisting through 45 months. In addition, offspring gray matter free water in this region was significantly correlated with the magnitude of the maternal IL-6 response in the MIA-exposed dams. Significant correlations between brain volume and extracellular free water in the MIA-exposed offspring also indicate converging, multimodal evidence of the impact of MIA on brain development. These findings provide strong evidence for the construct validity of the nonhuman primate MIA model as a system of relevance for investigating the pathophysiology of human neurodevelopmental psychiatric disorders. Elevated free water in individuals exposed to immune activation in utero could represent an early marker of a perturbed or vulnerable neurodevelopmental trajectory."
"VAN DE WATER, Judith A",Extracellular free water elevations are associated with brain volume and maternal cytokine response in a longitudinal nonhuman primate maternal immune activation model,"Maternal infection has emerged as an important environmental risk factor for neurodevelopmental disorders, including schizophrenia and autism spectrum disorders. Animal model systems of maternal immune activation (MIA) suggest that the maternal immune response plays a significant role in the offspring's neurodevelopment and behavioral outcomes. Extracellular free water is a measure of freely diffusing water in the brain that may be associated with neuroinflammation and impacted by MIA. The present study evaluates the brain diffusion characteristics of male rhesus monkeys (Macaca mulatta) born to MIA-exposed dams (nâ€‰=â€‰14) treated with a modified form of the viral mimic polyinosinic:polycytidylic acid at the end of the first trimester. Control dams received saline injections at the end of the first trimester (nâ€‰=â€‰10) or were untreated (nâ€‰=â€‰4). Offspring underwent diffusion MRI scans at 6, 12, 24, 36, and 45 months. Offspring born to MIA-exposed dams showed significantly increased extracellular free water in cingulate cortex gray matter starting as early as 6 months of age and persisting through 45 months. In addition, offspring gray matter free water in this region was significantly correlated with the magnitude of the maternal IL-6 response in the MIA-exposed dams. Significant correlations between brain volume and extracellular free water in the MIA-exposed offspring also indicate converging, multimodal evidence of the impact of MIA on brain development. These findings provide strong evidence for the construct validity of the nonhuman primate MIA model as a system of relevance for investigating the pathophysiology of human neurodevelopmental psychiatric disorders. Elevated free water in individuals exposed to immune activation in utero could represent an early marker of a perturbed or vulnerable neurodevelopmental trajectory."
"GRADZIEL, Thomas",The Peach Canning Industry,
"HOMAYOUN, Houman",Advanced Reinforcement Learning Solution for Clock Skew Engineering: Modified Q-Table Update Technique for Peak Current and IR Drop Minimization,
"HERMAN, Jonathan D","Exploring Interacting Effects of Forest Restoration on Wildfire Risk, Hydropower, and Environmental Flows",
"COOP, Graham M",The temporal and genomic scale of selection following hybridization,
"CHEN, Moon S",Cotinine levels in Southeast Asian smokers,
"CHEN, Moon S",Reflections: a hierarchy of criteria for evaluating microcomputer-based health education.,
"KWON, Sun Il I",Simultaneous PET/MR imaging with a MR-compatible SiPM PET scanner,
"KWON, Sun Il I",A Four-Layer DOI Detector with a Relative Offset for Use in an Animal PET System,
"DECARLI, Charles",Cerebral small vessel disease burden is associated with decreased abundance of gut Barnesiella intestinihominis bacterium in the Framingham Heart Study,"A bidirectional communication exists between the brain and the gut, in which the gut microbiota influences cognitive function and vice-versa. Gut dysbiosis has been linked to several diseases, including Alzheimer's disease and related dementias (ADRD). However, the relationship between gut dysbiosis and markers of cerebral small vessel disease (cSVD), a major contributor to ADRD, is unknown. In this cross-sectional study, we examined the connection between the gut microbiome, cognitive, and neuroimaging markers of cSVD in the Framingham Heart Study (FHS). Markers of cSVD included white matter hyperintensities (WMH), peak width of skeletonized mean diffusivity (PSMD), and executive function (EF), estimated as the difference between the trail-making tests B and A. We included 972 FHS participants with MRI scans, neurocognitive measures, and stool samples and quantified the gut microbiota composition using 16S rRNA sequencing. We used multivariable association and differential abundance analyses adjusting for age, sex, BMI, and education level to estimate the association between gut microbiota and WMH, PSMD, and EF measures. Our results suggest an increased abundance of Pseudobutyrivibrio and Ruminococcus genera was associated with lower WMH and PSMD (p valuesâ€‰<â€‰0.001), as well as better executive function (p valuesâ€‰<â€‰0.01). In addition, in both differential and multivariable analyses, we found that the gram-negative bacterium Barnesiella intestinihominis was strongly associated with markers indicating a higher cSVD burden. Finally, functional analyses using PICRUSt implicated various KEGG pathways, including microbial quorum sensing, AMP/GMP-activated protein kinase, phenylpyruvate, and Î²-hydroxybutyrate production previously associated with cognitive performance and dementia. Our study provides important insights into the association between the gut microbiome and cSVD, but further studies are needed to replicate the findings."
"KRYSHTAFOVYCH, Andriy",Discontinuous contact of an anisotropic half-plane and a rigid base with disturbed surface,
"PHILLIPS, Kathryn L",Orthopedic Diseases of Young and Growing Dogs and Cats,
"WANG, Xiao-Jing","Selective targeting of IL2RÎ²Î³ combined with radiotherapy triggers CD8- and NK-mediated immunity, abrogating metastasis in HNSCC.","The implementation of cancer immunotherapies has seen limited clinical success in head and neck squamous cell carcinoma (HNSCC). Interleukin-2 (IL-2), which modulates the survival and functionality of lymphocytes, is an attractive target for new immunotherapies but one that is limited by presence of regulatory T&nbsp;cells (Tregs) expressing the high-affinity IL-2RÎ±. The bispecific immunocytokine PD1-IL2v preferentially delivers IL-2 signaling through IL-2RÎ²Î³ on PD-1-expressing cells. Selectively targeting the intermediate-affinity IL-2RÎ²Î³ can be leveraged to induce anti-tumor immune responses in effector T&nbsp;cells and natural killer (NK) cells while limiting the negative regulation of IL-2RÎ± activation on Tregs. Using radiation therapy (RT) in combination with PD1-IL2v improves local tumor control and survival, and controls metastatic spread in orthotopic HNSCC tumor models. PD1-IL2v drives systemic activation and expansion of circulating and tumor-infiltrating cytotoxic T&nbsp;cells and NK cells while limiting Treg-mediated immunosuppression. These data show that PD1-L2v induces durable systemic tumor control in HNSCC."
"PEISERT, Sean",Data Privacy for the Grid: Toward a Data Privacy Standard for Inverter-Based and Distributed Energy Resources,"The traditional approach to planning the distribution grid has focused on reliability in the context of gradual and reasonably predictable load growth. Forecasts of load growth, combined with asset management practices, were used by system planners to identify upgrades to the system to maintain or improve reliability. The decisions, typically based within load flow analysis tools, included considerations about contingency scenarios and corporate forecasts (i.e., top-down predictions at a summary level of what would happen in a particular area that could impact load growth and behavior). Today, this traditional approach no longer fits all purposes."
"BERS, Donald M",Nitric Oxide modulates spontaneous Ca2+ release and ventricular arrhythmias during Î²-adrenergic signalling through S-nitrosylation of Calcium/Calmodulin dependent kinase II,
"FEJERMAN, Laura",Abstract 5235: Transcriptome-wide study of tumor samples from Peruvian women identifies dysregulated pathways in luminal tumors typically associated with more aggressive disease,
"LEE, Mark A",Bone healing: Advances in biology and technology.,"Fracture healing is a complex cascade of cellular and molecular processes. These processes require the appropriate cellular and molecular environment to ensure the restoration of skeletal stability and resolution of inflammation. In order for fracture healing to occur, the necessary building blocks for bone metabolism and synthesis must be supplied through proper nutrition. Pharmacologic therapies aimed at modulating the inflammatory response to fractures have the potential to interfere with the synthesis of molecules needed for the production of bone. Infection can interfere with, and even prevent normal fracture healing from occurring. Cellular and genetic treatment strategies are actively being developed to target deficiencies, and bridge gaps that can influence how fractures heal. Evolving technologies, including nutritional supplementation, pharmacotherapies, antibiotics, surgical techniques, as well as genetic and cellular therapies, have the potential to enhance, optimize, and even revolutionize the process of fracture healing."
"JUE, Thomas",Effect Of Endurance Exercise On Localization Of Myoglobin In Mitochondria In Muscle,
"HUMPHRIES, Misty D",Assessing the Utility of Toe Arm Index and Toe Pressure in Predicting Wound Healing in Patients Undergoing Vascular Intervention,
"OSSOLA, Alessandro",Habitat in flames: How climate change will affect fire risk across koala forests,
"KWONG, Mimmie",Use of Natural Language Processing to Describe Screening and Surveillance of Aortic Aneurysms in Ethnic and Racial Minority Groups,
"ZWIENIECKI, Maciej A",Effectiveness and mechanisms of dormancy breaking treatments for walnuts,
"LANE, Nancy E","Genetic Variants, Serum 25-Hydroxyvitamin D Levels, and Sarcopenia","ImportanceVitamin D deficiency is commonly associated with sarcopenia; however, the latest International Clinical Practice Guidelines for Sarcopenia do not recommend vitamin D supplementation for sarcopenia owing to a lack of an apparent therapeutic effect on the indices of sarcopenia among participants with replete vitamin D concentration (ie, 25-hydroxyvitamin D [25(OH)D] level >20 ng/mL) from randomized clinical trials. While there is consensus in all vitamin D guidelines that serum levels of 25(OH)D less than 10 ng/mL should be corrected, approximately 30% of the world population's 25(OH)D levels range from 10 to 20 ng/mL, and it remains unclear whether such suboptimal levels can maintain optimal health, including sarcopenia risk.ObjectiveTo investigate the association of serum 25(OH)D level, especially suboptimal levels, with sarcopenia risk.Design, setting, and participantsThis genome-wide genetic association study was performed from August 2022 to February 2023 among the 295â€¯489 unrelated European participants from the UK Biobank (2006-2010). Nonlinear and standard mendelian randomization analyses were used to examine the association of serum 25(OH)D concentration with sarcopenia risk.ExposuresA weighted genetic risk score using 35 unrelated single-nucleotide variants from the UK Biobank and weights from the SUNLIGHT Consortium was selected as an instrumental variable for serum 25(OH)D concentration.Main outcomes and measuresThe primary outcome was sarcopenia, and the secondary outcomes consisted of grip strength, appendicular lean mass index, and gait speed.ResultsThe final genetic analyses included 295â€¯489 participants (mean [SD] age, 56.3 [8.1] years; 139â€¯216 female [52.9%]). There was an L-shaped association between genetically predicted serum 25(OH)D concentration and sarcopenia risk. The risk of sarcopenia decreased rapidly as 25(OH)D concentration increased until 20 ng/mL and then leveled off. The odds ratio of sarcopenia for serum 25(OH)D level of 10 vs 20 ng/mL was 1.74 (95% CI, 1.17-2.59). Similar patterns were also observed when the association between serum 25(OH)D concentration and risks of each of the sarcopenia indices were evaluated.Conclusions and relevanceIn this mendelian randomization genetic association study of adults in the UK Biobank, the findings supported a nonlinear association between suboptimal 25(OH)D levels and sarcopenia risk. Randomized clinical trials among participants with suboptimal 25(OH)D levels are required to verify the potential causality."
"CARTER, Cameron S","Neurobiology, Endocrinology and Behavior","The experimental study of the physiological mechanisms of animal behavior, which began in the 1800s, has dual origins. Research on neural mechanisms, now referred to as behavioral neurobiology, neuroethology, or behavioral neuroscience, has its roots in comparative neuroanatomy, comparative physiology, and physiological psychology. Research on hormonal mechanisms, now known as behavioral neuroendocrinology, arose from endocrinology in addition to many other fields. With the realization that the nervous and endocrine systems are functionally connected, there has been increased integration within the field. Connections with several newer branches of science, such as molecular biology, have been established as well."
"PARK, Susanna S",Intravitreal Anti-Vascular Endothelial Growth Factor Therapies for Retinal Disorders.,"Vascular endothelial growth factors (VEGFs) are key mediator of retinal and choroidal neovascularization as well as retinal vascular leakage leading to macular edema. As such, VEGF plays an important role in mediating visually significant complications associated with common retinal disorders such as diabetic retinopathy, retinal vein occlusion, and age-related macular degeneration. Various drugs that inhibit vascular endothelial growth factors (anti-VEGF therapies) have been developed to minimize vision loss associated with these disorders. These drugs are injected into the vitreous cavity in a clinic setting at regular intervals. This article provides an overview of the various anti-VEGF drugs used in ophthalmology and the common retinal conditions that benefit from this therapy."
"ULLRICH, Paul A","Process-Oriented Diagnostics: Principles, Practice, Community Development, and Common Standards",
"CINGEL, Drew P","Television, computers, and media viewing (children and adolescents)","Television, streaming media, computers, and mobile devices are the major screen media technologies that are being used by children and adolescents today. This chapter provides a historical context of the development of screen media. Next, we examine the research on the effects of these types of screen media on youth mental health outcomes with a focus on the differences in some of the effects based on child age. This chapter includes an expanded section on social media, computers, and streaming media to address the research that has examined these unique types of screen media. Finally, we provide public policy recommendations to support healthy media use and positive outcomes in childhood and adolescence."
"FANANAPAZIR, Ghaneh",Synthetic dual-energy CT reconstruction from single-energy CT Using artificial intelligence,
"SEKER, Erkin",Simulated surface diffusion in nanoporous gold and its dependence on surface curvature,"The morphological evolution of nanoporous gold is generally believed to be governed by surface diffusion. This work specifically explores the dependence of mass transport by surface diffusion on the curvature of a gold surface. The surface diffusivity is estimated by molecular dynamics simulations for a variety of surfaces of constant mean curvature, eliminating any chemical potential gradients and allowing the possible dependence of the surface diffusivity on mean curvature to be isolated. The apparent surface diffusivity is found to have an activation energy of âˆ¼0.74 eV with a weak dependence on curvature, but is consistent with the values reported in the literature. The apparent concentration of mobile surface atoms is found to be highly variable, having an Arrhenius dependence on temperature with an activation energy that also has a weak curvature dependence. These activation energies depend on curvature in such a way that the rate of mass transport by surface diffusion is nearly independent of curvature, but with a higher activation energy of âˆ¼1.01 eV. The curvature dependencies of the apparent surface diffusivity and concentration of mobile surface atoms is believed to be related to the expected lifetime of a mobile surface atom, and has the practical consequence that a simulation study that does not account for this finite lifetime could underestimate the activation energy for mass transport via surface diffusion by âˆ¼0.27 eV."
"CHERTOK, Maxwell B",Observation of Same-Sign WW Production from Double Parton Scattering in Proton-Proton Collisions at s=13 TeV,
"EISEN, Jonathan A",Microbiome Responses to Fecal Microbiota Transplantation in Cats with Chronic Digestive Issues.,"There is growing interest in the application of fecal microbiota transplants (FMTs) in small animal medicine, but there are few published studies that have tested their effects in the domestic cat (Felis catus). Here we use 16S rRNA gene sequencing to examine fecal microbiome changes in 46 domestic cats with chronic digestive issues that received FMTs using lyophilized stool that was delivered in oral capsules. Fecal samples were collected from FMT recipients before and two weeks after the end of the full course of 50 capsules, as well as from their stool donors (N = 10), and other healthy cats (N = 113). The fecal microbiomes of FMT recipients varied with host clinical signs and dry kibble consumption, and shifts in the relative abundances of Clostridium, Collinsella, Megamonas, Desulfovibrio and Escherichia were observed after FMT. Overall, donors shared 13% of their bacterial amplicon sequence variants (ASVs) with FMT recipients and the most commonly shared ASVs were classified as Prevotella 9, Peptoclostridium, Bacteroides, and Collinsella. Lastly, the fecal microbiomes of cats with diarrhea became more similar to the microbiomes of age-matched and diet-matched healthy cats compared to cats with constipation. Overall, our results suggest that microbiome responses to FMT may be modulated by the FMT recipients initial presenting clinical signs, diet, and their donors microbiome."
"MICHALSKI, David E",Of Rutherford Dust: The Allegory of Dirt and the End of Terroir,
"ZELLOU, Georgia E",Clear speech in Tashlhiyt Berber: The perception of typologically uncommon word-initial contrasts by native and naive listeners,
"ZELLOU, Georgia E",Prosodic alignment toward emotionally expressive speech: Comparing human and Alexa model talkers,
"ZELLOU, Georgia E",Phonetic and phonological patterns of nasality in Lakota vowels,
"HENN, Brenna M",Understanding the genetic relationships between height and skeletal endophenotypes in UK Biobank South Asian participants,
"KO, Christopher Y",Self-Organization of Pacemaking Sites for Calcium Waves and Oscillations in Cardiac Myocytes,
"RIOS, Michael",Diaspora,
"BALES, Karen L","Intranasal oxytocin does not change partner preference in female titi monkeys (Plecturocebus cupreus), but intranasal vasopressin decreases it",
"ISBELL, Lynne A",Behavior of Mothers after Infant Loss in Bonnet Macaques (Macaca radiata),
"CREININ, Mitchell D",O790 Pregnancy after tubal sterilization in the United States,
"NI, Haibo",Synergistic Anti:arrhythmic Effects of Combined Blockade of Sodium and Ultra:rapid Delayed Rectifier Potassium Channels in Human Atria,
"NI, Haibo",In Silico Investigation of the Functional Effects of KCNQ1-G269S Mutation in Human Ventricles,
"NI, Haibo",Research on the modeling of burr formation process in micro-ball end milling operation on Tiâ€“6Alâ€“4V,
"NI, Haibo",Circadian control of intrinsic heart rate via a sinus node clock and the pacemaker channel,
"THY, Peter","Primary igneous load-cast deformation structures in the Fongen-Hyllingen layered basic intrusion, Trondheim Region, Norway",
"MURPHY, William J",Regulation of human and mouse bystander T cell activation responses by PD-1,"Bystander activation of memory T cells occurs via cytokine signaling alone in the absence of T cell receptor (TCR) signaling and provides a means of amplifying T cell effector responses in an antigen-nonspecific manner. While the role of Programmed Cell Death Protein 1 (PD-1) on antigen-specific T cell responses is extensively characterized, its role in bystander T cell responses is less clear. We examined the role of the PD-1 pathway during human and mouse non-antigen-specific memory T cell bystander activation and observed that PD-1+ T cells demonstrated less activation and proliferation than activated PD-1- populations in vitro. Higher activation and proliferative responses were also observed in the PD-1- memory population in both mice and patients with cancer receiving high-dose IL-2, mirroring the in vitro phenotypes. This inhibitory effect of PD-1 could be reversed by PD-1 blockade in vivo or observed using memory T cells from PD-1-/- mice. Interestingly, increased activation through abrogation of PD-1 signaling in bystander-activated T cells also resulted in increased apoptosis due to activation-induced cell death (AICD) and eventual T cell loss in vivo. These results demonstrate that the PD-1/PD-Ligand 1 (PD-L1) pathway inhibited bystander-activated memory T cell responses but also protected cells from AICD."
"ZWINGENBERGER, Allison L","The diagnostic yield of preoperative screening for oral cancer in dogs over 15 years, part 2: distant screening.","ObjectiveDetermine diagnostic yield of chest, abdomen, and 4-site screening to diagnose metastatic disease and secondary diseases of prognostic significance in dogs with oral cancer.SampleMedical records from 381 dogs with histologically confirmed oral tumors that underwent preoperative screening were retrospectively reviewed.ResultsThoracic metastasis was diagnosed in 4.9% (0.9% odontogenic, 6.5% nonodontogenic) of oral tumors. Oral malignant melanoma and multilobular osteochondrosarcoma were most at risk. Abdominal metastasis was diagnosed in 2% of oral tumors (0% odontogenic, 3.1% nonodontogenic) and cytologically confirmed in 2 cases (0.6% [2/295)] of all abdominal ultrasounds (AUS) 5.5% [2/36] of all AUS that had cytology). Both cases had oral malignant melanoma. Incidental disease was diagnosed in 53.1% and 81.3% of thoracic and abdominal screenings, respectively. Major findings were more common in AUS (7.8%) compared to thoracic screening (1.9%). The prevalence of incidental findings was similar for odontogenic and nonodontogenic tumors. Both metastasis and major findings were diagnosed more commonly with thoracic CT compared to radiographs. Metastasis or a major finding of prognostic significance was diagnosed in at least 1 test in 27.8% of patients that had head CT, lymph node cytology, thoracic screening, and AUS (n = 115).Clinical relevanceMajor incidental findings were more commonly detected with AUS and were diagnosed in 1 in every 12 patients. However, metastatic disease was most commonly detected with thoracic screening. When all 4 screening tests are performed, there is an approximately 1 in 4 chance of diagnosing metastasis or major significant disease regardless of tumor type."
"GAO, Allen C",Monomethylated selenium inhibits growth of LNCaP human prostate cancer xenograft accompanied by a decrease in the expression of androgen receptor and prostateâ€specific antigen (PSA),
"ING, Frank F",Recanalization methods for post-catheter vessel occlusion,
"ING, Frank F",Refinements in the implantation of pulmonary arterial stents: impact on morbidity and mortality of the procedure over the last two decades,
"ING, Frank F",Staged Hybrid Left Pulmonary Artery Rehabilitation in Post-Fontan Left Pulmonary Artery Hypoplasia,
"CORTEZ, Daniel L",Nerve Blocks for Postoperative Pain Management in Children Receiving a Subcutaneous Implantable Cardioverter-Defibrillator: A Case Series.,
"CORTEZ, Daniel L",Chest palpitations in a teenager as an unusual presentation of Lyme disease: case report.,"BACKGROUND: The incidence of Lyme disease (LD) in North America has increased substantially in the past two decades. Concomitant with the increased incidence of infection has been&nbsp;an enhancement in the&nbsp;recognition of LD complications. Here, we report a case of Lyme carditis complicated by heart block in a pediatric patient admitted to our childrens hospital. What is unique about this case is that the complaint of chest palpitations is an infrequent presentation of LD, and what it adds to the scientific literature is an improved understanding of LD in the pediatric population. CASE PRESENTATION: The patient was a 16-year-old male who presented with the main concerns of acute onset of palpitations and chest pain. An important clinical finding was Erythema migrans (EM) on physical exam. The primary diagnoses were LD with associated Lyme carditis, based on the finding of 1st degree atrioventricular heart block (AVB) and positive IgM and IgG antibodies to Borrelia burgdorferi. Interventions included echocardiography, electrocardiography (EKG), and intravenous antibiotics. The hospital course was further remarkable for transition to 2nd degree heart block and transient episodes of complete heart block. A normal sinus rhythm and PR interval were restored after antibiotic therapy and the primary outcome was that of an uneventful recovery. CONCLUSIONS: Lyme carditis occurs in <â€‰5% of LD cases, but the take-away lesson of this case is that carditis can be the presenting manifestation of B. burgdorferi infection in pediatric patients. Any patient with suspected Lyme carditis manifesting cardiac symptoms such as syncope, chest pain, or EKG changes should be admitted for parenteral antibiotic therapy and cardiac monitoring. The most common manifestation of Lyme carditis is AVB. AVB may manifest as first-degree block, or may present as&nbsp;high-grade second or third-degree&nbsp;block. Other manifestations of Lyme carditis&nbsp;may include&nbsp;myopericarditis, left ventricular dysfunction, and cardiomegaly. Resolution of carditis is typically achieved through antibiotic administration, although pacemaker placement should be considered if the PR interval fails to normalize or if higher degrees of heart block, with accompanying symptoms, are encountered. With the rising incidence of LD, providers must maintain a high level of suspicion in order to promptly diagnose and treat Lyme carditis."
"CORTEZ, Daniel L",Vectorcardiography Findings Are Associated with Recurrent Ventricular Arrhythmias and Mortality in Patients with Heart Failure Treated with Implantable Cardioverter-Defibrillator Device,
"HUMPHRIES, Misty D","The intersocietal IWGDF, ESVS, SVS guidelines on peripheral artery disease in people with diabetes and a foot ulcer",
"FISHER, Andrew J",A precise swaying map for how promiscuous cellobiose-2-epimerase operate bi-reaction,
"JURKOVICH, Gregory J",Primary Care Utilization and Detection of Emotional Distress After Adolescent Traumatic Injury: Identifying an Unmet Need,
"GALANTE, Joseph M",The Role I Resuscitation Team and Resuscitative Endovascular Balloon Occlusion of the Aorta.,
"BROWN, Ian E",Absence of Programmed Death Receptor 1 Alters Thymic Development and Enhances Generation of CD4/CD8 Double-Negative TCR-Transgenic T Cells,
"PEREIRA, Clifford",Effect of Transforming Growth Factor-Î² Neutralization on Survival and Bacterial Clearance in a Murine Model of Pseudomonas aeruginosa Burn Wound Infection,
"KOHLER, Jonathan E",Can ultrasound reliably identify complicated appendicitis in children?,
"HIROSE, Shinjiro",Continuing Medical Education Program Journal of Pediatric Surgeryâ€“CME featured articles in this issue,
"MARCIN, James P",Comparison of Treatment Modality Crossovers in Telehealth and In-Person Behavioral Health Treatment in Rural Communities,
"FUNG, Maxwell A",Nonâ€invasive tools in the diagnosis of melanoma: Reflectance confocal microscopy and pigmented lesion assay,
